State,County,Population,MenPopulation,WomenPopulation,VotingAgeCitizen,Income,IncomePerCapita,PovertyRate,ChildPovertyRate,EmployedPopulation,UnemployedPopulation,EmploymentRate,UnemploymentRate
Iowa,Woodbury County,102397,50496,51901,70670,51350,25699,14.0,19.3,51486,3392,72.9,4.8
Iowa,Worth County,7502,3734,3768,5840,50880,26781,10.1,14.8,3778,362,64.7,6.2
Iowa,Wright County,12864,6431,6433,9423,48935,28200,12.6,21.3,5882,547,62.4,5.8
Kansas,Allen County,12752,6318,6434,9728,43031,23011,14.2,18.2,6006,350,61.7,3.6
Kansas,Anderson County,7840,3849,3991,5849,40986,21887,13.6,21.9,3502,246,59.9,4.2
Kansas,Atchison County,16466,7957,8509,12474,46640,25494,18.5,24.7,7669,786,61.5,6.3
Kansas,Barber County,4905,2525,2380,3708,52075,28840,15.9,24.8,2391,93,64.5,2.5
Kansas,Barton County,27067,13445,13622,19342,46070,26264,15.7,21.7,13580,812,70.2,4.2
Kansas,Bourbon County,14757,7315,7442,10929,39379,20707,17.6,26.0,6414,240,58.7,2.2
Kansas,Brown County,9736,4680,5056,7200,46964,24319,13.2,19.4,4589,245,63.7,3.4
Kansas,Butler County,66260,33449,32811,48321,62324,28478,10.8,15.8,31363,2174,64.9,4.5
Kansas,Chase County,2665,1345,1320,2034,42772,24469,12.6,18.1,1156,98,56.8,4.8
Kansas,Chautauqua County,3425,1778,1647,2696,39531,23621,14.3,21.6,1474,167,54.7,6.2
Kansas,Cherokee County,20501,10087,10414,15413,41101,21006,13.7,19.3,8713,832,56.5,5.4
Kansas,Cheyenne County,2677,1324,1353,2052,47167,27934,11.2,14.4,1248,35,60.8,1.7
Kansas,Clark County,2089,1073,1016,1536,46094,27087,8.9,12.0,1029,23,67.0,1.5
Kansas,Clay County,8203,4051,4152,6200,55434,28115,9.4,14.6,4107,205,66.2,3.3
Kansas,Cloud County,9191,4553,4638,7040,44199,25579,11.9,11.7,4668,352,66.3,5.0
Kansas,Coffey County,8328,4197,4131,6465,58662,31679,11.3,14.3,4136,239,64.0,3.7
Kansas,Comanche County,1741,841,900,1284,51563,28388,8.1,15.2,923,23,71.9,1.8
Kansas,Cowley County,35732,17973,17759,26608,46624,23130,16.0,21.2,15567,1384,58.5,5.2
Kansas,Crawford County,39099,19571,19528,29691,38017,21207,21.1,20.2,18426,1603,62.1,5.4
Kansas,Decatur County,2891,1444,1447,2309,41230,30890,17.5,30.6,1375,65,59.5,2.8
Kansas,Dickinson County,19162,9572,9590,14338,49663,24434,11.6,13.0,8736,774,60.9,5.4
Kansas,Doniphan County,7790,3952,3838,6162,50300,24520,13.7,21.7,3737,277,60.6,4.5
Kansas,Douglas County,117806,58348,59458,90677,54370,29438,18.7,12.8,64647,4262,71.3,4.7
Kansas,Edwards County,2946,1520,1426,2064,50229,27966,10.2,17.5,1444,60,70.0,2.9
Kansas,Elk County,2581,1271,1310,2039,39405,21156,13.5,16.4,1022,141,50.1,6.9
Kansas,Ellis County,28877,14469,14408,22102,49562,29339,16.7,13.3,15862,619,71.8,2.8
Kansas,Ellsworth County,6331,3576,2755,5115,48550,24102,11.4,14.4,2730,153,53.4,3.0
Kansas,Finney County,37097,18913,18184,20599,51703,23074,16.2,22.0,18653,968,90.6,4.7
Kansas,Ford County,34658,17933,16725,17247,49890,22053,16.2,23.5,16655,1087,96.6,6.3
Kansas,Franklin County,25599,12505,13094,19119,53167,25701,12.5,18.0,12784,1032,66.9,5.4
Kansas,Geary County,35796,19025,16771,23637,46096,21583,14.9,22.5,11575,1891,49.0,8.0
Kansas,Gove County,2632,1330,1302,2024,50817,29352,9.0,9.5,1295,24,64.0,1.2
Kansas,Graham County,2561,1270,1291,2030,43427,27165,12.3,16.8,1207,35,59.5,1.7
Kansas,Grant County,7716,4066,3650,4391,57474,26138,10.0,10.0,3620,202,82.4,4.6
Kansas,Gray County,6004,3004,3000,3853,61220,27031,8.5,11.6,3095,108,80.3,2.8
Kansas,Greeley County,1210,584,626,883,47045,25775,11.5,23.3,560,10,63.4,1.1
Kansas,Greenwood County,6227,3121,3106,4892,41648,24837,12.4,15.7,2773,191,56.7,3.9
Kansas,Hamilton County,2621,1381,1240,1520,48160,21694,9.3,13.6,1284,29,84.5,1.9
Kansas,Harper County,5746,2928,2818,4260,48059,25698,16.8,20.9,2608,158,61.2,3.7
Kansas,Harvey County,34683,17016,17667,25200,55687,26587,11.2,14.4,16969,731,67.3,2.9
Kansas,Haskell County,4081,2015,2066,2364,53780,24141,13.3,18.4,1950,85,82.5,3.6
Kansas,Hodgeman County,1875,935,940,1396,55345,28857,8.4,14.3,991,39,71.0,2.8
Kansas,Jackson County,13322,6641,6681,9895,53592,25920,9.9,11.6,6280,554,63.5,5.6
Kansas,Jefferson County,18856,9556,9300,14396,58935,27783,8.3,12.0,9299,835,64.6,5.8
Kansas,Jewell County,2963,1488,1475,2371,43125,24361,14.2,25.7,1324,52,55.8,2.2
Kansas,Johnson County,578797,283504,295293,409010,81121,43061,5.6,6.5,312189,14315,76.3,3.5
Kansas,Kearny County,3931,1918,2013,2503,51439,24232,13.2,15.2,1803,98,72.0,3.9
Kansas,Kingman County,7576,3835,3741,5806,57593,30927,7.6,9.6,3648,273,62.8,4.7
Kansas,Kiowa County,2524,1230,1294,1885,48226,24961,8.7,7.1,1273,57,67.5,3.0
Kansas,Labette County,20553,10142,10411,15612,45706,22841,17.8,26.7,9514,734,60.9,4.7
Kansas,Lane County,1702,864,838,1283,51765,29768,10.7,14.4,885,45,69.0,3.5
Kansas,Leavenworth County,79359,42581,36778,59121,70022,30170,9.0,12.6,34678,2483,58.7,4.2
Kansas,Lincoln County,3121,1555,1566,2379,48693,25667,8.4,7.7,1494,143,62.8,6.0
Kansas,Linn County,9602,4793,4809,7366,46576,25796,17.4,18.9,4141,427,56.2,5.8
Kansas,Logan County,2790,1396,1394,2107,49926,28549,8.9,7.1,1398,63,66.4,3.0
Kansas,Lyon County,33302,16165,17137,23641,42992,24307,18.6,20.0,17399,1371,73.6,5.8
Kansas,McPherson County,28792,14238,14554,21845,56946,29508,7.6,7.8,15238,546,69.8,2.5
Kansas,Marion County,12087,5997,6090,9428,50212,25620,10.7,11.6,5697,368,60.4,3.9
Kansas,Marshall County,9859,4937,4922,7513,50420,27908,8.9,11.3,4875,308,64.9,4.1
Kansas,Meade County,4295,2163,2132,2890,54167,25173,12.2,20.9,2055,81,71.1,2.8
Kansas,Miami County,32976,16160,16816,24512,63501,31611,7.7,9.4,16285,1079,66.4,4.4
Kansas,Mitchell County,6230,3199,3031,4823,44591,26108,14.8,17.6,2868,183,59.5,3.8
Kansas,Montgomery County,33463,16580,16883,24926,43977,22823,17.5,23.6,14522,1446,58.3,5.8
Kansas,Morris County,5605,2752,2853,4358,50338,26569,9.8,12.5,2745,100,63.0,2.3
Kansas,Morton County,2931,1534,1397,1978,43813,23038,8.0,7.9,1275,172,64.5,8.7
Kansas,Nemaha County,10095,5083,5012,7399,53368,27438,10.8,12.5,5137,133,69.4,1.8
Kansas,Neosho County,16209,7935,8274,11980,44402,23589,21.4,37.2,7418,347,61.9,2.9
Kansas,Ness County,3001,1527,1474,2248,48412,30761,8.9,12.4,1447,58,64.4,2.6
Kansas,Norton County,5527,3127,2400,4358,50673,22935,11.6,23.2,2523,109,57.9,2.5
Kansas,Osage County,15894,7915,7979,12154,54186,27209,12.8,14.8,7314,851,60.2,7.0
Kansas,Osborne County,3684,1836,1848,2875,42173,26559,15.5,26.0,1752,80,60.9,2.8
Kansas,Ottawa County,5957,3118,2839,4517,51797,28839,9.7,16.8,3002,149,66.5,3.3
Kansas,Pawnee County,6776,3842,2934,5426,46224,24404,7.8,4.7,2799,65,51.6,1.2
Kansas,Phillips County,5446,2658,2788,4110,46806,24795,8.1,10.8,2770,74,67.4,1.8
Kansas,Pottawatomie County,23188,11646,11542,16033,64410,27978,9.7,9.4,10873,625,67.8,3.9
Kansas,Pratt County,9670,4860,4810,7081,53415,27063,10.9,10.7,4617,290,65.2,4.1
Kansas,Rawlins County,2520,1300,1220,1960,50893,27615,8.7,7.9,1240,29,63.3,1.5
Kansas,Reno County,63360,31944,31416,47817,47897,25267,14.0,20.2,29785,2391,62.3,5.0
Kansas,Republic County,4705,2290,2415,3767,43489,27121,11.7,19.1,2390,98,63.4,2.6
Kansas,Rice County,9868,4983,4885,7327,48333,23355,16.4,22.7,4760,476,65.0,6.5
Kansas,Riley County,75696,40410,35286,58719,48428,26619,22.0,14.0,35629,3288,60.7,5.6
Kansas,Rooks County,5148,2495,2653,3955,48352,25415,11.3,12.8,2495,134,63.1,3.4
Kansas,Rush County,3119,1540,1579,2471,43594,25983,6.7,2.2,1505,121,60.9,4.9
Kansas,Russell County,6987,3558,3429,5463,48427,25686,13.8,20.3,3387,262,62.0,4.8
Kansas,Saline County,55334,27331,28003,40522,49728,27951,12.6,17.0,27700,1702,68.4,4.2
Kansas,Scott County,4981,2403,2578,3620,62198,31825,4.3,3.8,2564,195,70.8,5.4
Kansas,Sedgwick County,510484,252399,258085,354496,52841,27583,14.7,20.5,244954,19852,69.1,5.6
Kansas,Seward County,22948,11752,11196,11279,47535,21158,18.8,27.2,10866,823,96.3,7.3
Kansas,Shawnee County,178392,86487,91905,130844,54667,28584,13.2,17.0,84423,7066,64.5,5.4
Kansas,Sheridan County,2497,1282,1215,1838,56607,30165,4.8,5.7,1219,39,66.3,2.1
Kansas,Sherman County,5999,3009,2990,4531,52030,25653,16.5,24.2,2866,186,63.3,4.1
Kansas,Smith County,3693,1814,1879,2955,45357,28122,13.3,24.6,1721,89,58.2,3.0
Kansas,Stafford County,4251,2142,2109,3067,47121,25941,14.5,19.7,2032,113,66.3,3.7
Kansas,Stanton County,2107,996,1111,1284,42222,21062,10.8,10.7,999,27,77.8,2.1
Kansas,Stevens County,5741,2942,2799,3335,57500,24691,16.8,24.7,2569,150,77.0,4.5
Kansas,Sumner County,23336,11658,11678,17383,52695,25393,11.8,14.0,10759,887,61.9,5.1
Kansas,Thomas County,7847,3856,3991,5904,52465,26718,11.1,6.5,4393,112,74.4,1.9
Kansas,Trego County,2899,1465,1434,2317,55197,33233,4.8,2.7,1747,19,75.4,0.8
Kansas,Wabaunsee County,6918,3492,3426,5188,58947,25790,6.1,6.7,3376,223,65.1,4.3
Kansas,Wallace County,1591,802,789,1137,60000,29931,10.6,16.6,776,61,68.2,5.4
Kansas,Washington County,5572,2846,2726,4194,47992,26927,9.7,13.6,2787,92,66.5,2.2
Kansas,Wichita County,2157,1019,1138,1364,55109,27111,4.4,2.2,1095,31,80.3,2.3
Kansas,Wilson County,8858,4362,4496,6694,44468,25107,16.8,25.5,4223,341,63.1,5.1
Kansas,Woodson County,3178,1574,1604,2481,36493,21419,20.6,29.0,1500,136,60.5,5.5
Kansas,Wyandotte County,163227,80545,82682,98805,42783,20192,21.4,31.0,73215,8201,74.1,8.3
Kentucky,Adair County,19304,9632,9672,15280,36575,18408,21.5,27.1,7988,947,52.3,6.2
Kentucky,Allen County,20628,10227,10401,15597,40598,21652,20.0,27.9,8443,1170,54.1,7.5
Kentucky,Anderson County,22017,10639,11378,16456,51681,24991,12.0,15.2,10357,1037,62.9,6.3
Kentucky,Ballard County,8152,4077,4075,6321,42988,25063,18.2,29.1,3394,297,53.7,4.7
Kentucky,Barren County,43418,21123,22295,32469,39658,20493,22.9,33.7,18377,2468,56.6,7.6
Kentucky,Bath County,12189,6012,6177,8988,38763,20059,24.0,31.7,4462,701,49.6,7.8
Kentucky,Bell County,27469,13385,14084,21558,23558,14754,38.0,49.3,7559,1940,35.1,9.0
Kentucky,Boone County,127682,63122,64560,90254,72731,33553,7.6,10.6,64527,4422,71.5,4.9
Kentucky,Bourbon County,20017,9706,10311,14754,47886,25994,16.6,24.0,9357,1018,63.4,6.9
Kentucky,Boyd County,48486,24180,24306,37927,45543,26420,19.3,27.5,18235,3527,48.1,9.3
Kentucky,Boyle County,29773,14883,14890,23299,43076,23822,15.5,18.7,12386,1142,53.2,4.9
Kentucky,Bracken County,8330,4186,4144,6226,40458,22433,21.4,26.2,3498,473,56.2,7.6
Kentucky,Breathitt County,13276,6675,6601,10462,25861,16875,36.0,48.3,4012,1245,38.3,11.9
Kentucky,Breckinridge County,19991,10028,9963,15309,44057,20735,17.7,22.0,7757,1500,50.7,9.8
Kentucky,Bullitt County,78622,39131,39491,60463,59917,26643,10.2,12.7,38391,3567,63.5,5.9
Kentucky,Butler County,12735,6405,6330,9714,39362,21787,22.0,36.2,5177,525,53.3,5.4
Kentucky,Caldwell County,12747,5973,6774,9895,46182,25272,17.5,22.4,5330,683,53.9,6.9
Kentucky,Calloway County,38616,18594,20022,30271,39269,21757,22.4,24.2,17382,1725,57.4,5.7
Kentucky,Campbell County,91804,45005,46799,71035,57208,31065,14.2,19.2,46154,3836,65.0,5.4
Kentucky,Carlisle County,4890,2378,2512,3791,38860,24015,17.3,30.5,1978,265,52.2,7.0
Kentucky,Carroll County,10695,5467,5228,7697,43345,22296,27.7,44.8,4460,793,57.9,10.3
Kentucky,Carter County,27385,13462,13923,21136,35095,18477,21.5,28.3,9584,2114,45.3,10.0
Kentucky,Casey County,15805,7785,8020,12096,33031,18319,26.6,33.3,5769,907,47.7,7.5
Kentucky,Christian County,72438,38426,34012,51551,41849,21393,19.7,24.9,24118,4124,46.8,8.0
Kentucky,Clark County,35757,17426,18331,27311,51547,26219,15.0,21.2,15907,1830,58.2,6.7
Kentucky,Clay County,20866,11054,9812,16297,24596,15388,39.5,52.2,5762,1483,35.4,9.1
Kentucky,Clinton County,10208,5119,5089,7778,31130,19325,20.0,23.0,3830,576,49.2,7.4
Kentucky,Crittenden County,9154,4627,4527,7000,41114,22765,17.7,25.4,3690,308,52.7,4.4
Kentucky,Cumberland County,6744,3372,3372,5249,35449,18669,20.7,17.8,2401,268,45.7,5.1
Kentucky,Daviess County,99258,48300,50958,73475,48371,26501,15.8,22.3,44736,4408,60.9,6.0
Kentucky,Edmonson County,12063,6049,6014,9694,41114,21851,20.0,25.8,4640,902,47.9,9.3
Kentucky,Elliott County,7533,4302,3231,6116,29043,13436,34.4,45.5,1790,306,29.3,5.0
Kentucky,Estill County,14382,7081,7301,11279,30692,17728,30.4,39.2,5015,1399,44.5,12.4
Kentucky,Fayette County,315109,154530,160579,230651,53013,31653,18.6,22.9,162280,14070,70.4,6.1
Kentucky,Fleming County,14515,7155,7360,10949,41095,23351,19.5,26.7,5824,1040,53.2,9.5
Kentucky,Floyd County,37447,18314,19133,29232,31196,18366,30.7,43.0,11130,3391,38.1,11.6
Kentucky,Franklin County,49969,24502,25467,38362,53539,28001,13.1,19.4,23685,2762,61.7,7.2
Kentucky,Fulton County,6259,3094,3165,4891,28274,18111,25.3,37.0,2287,372,46.8,7.6
Kentucky,Gallatin County,8652,4420,4232,6308,50250,22508,13.4,19.9,3728,378,59.1,6.0
Kentucky,Garrard County,17226,8442,8784,13241,47906,24874,18.2,26.6,7339,1178,55.4,8.9
Kentucky,Grant County,24800,12266,12534,17860,43881,20892,21.5,34.7,10421,875,58.3,4.9
Kentucky,Graves County,37259,18276,18983,27370,40369,22112,19.2,25.0,15661,2107,57.2,7.7
Kentucky,Grayson County,26129,13079,13050,19670,35944,19520,25.7,37.0,10491,1259,53.3,6.4
Kentucky,Green County,11044,5356,5688,8610,37388,23448,19.0,19.8,4626,439,53.7,5.1
Kentucky,Greenup County,36012,17533,18479,28088,47517,25378,16.5,25.3,13651,2444,48.6,8.7
Kentucky,Hancock County,8700,4494,4206,6450,49135,22438,15.7,24.3,3614,400,56.0,6.2
Kentucky,Hardin County,107699,53731,53968,79290,51923,26436,14.2,20.8,47636,5075,60.1,6.4
Kentucky,Harlan County,27548,13323,14225,21193,24451,15457,35.6,44.5,7555,2268,35.6,10.7
Kentucky,Harrison County,18630,9162,9468,14057,44620,22497,16.4,20.5,7850,970,55.8,6.9
Kentucky,Hart County,18531,9138,9393,13865,37315,19715,23.1,28.2,7125,915,51.4,6.6
Kentucky,Henderson County,46252,22409,23843,35146,43458,23958,19.3,27.9,20942,1687,59.6,4.8
Kentucky,Henry County,15677,7715,7962,11888,50787,23932,18.2,25.7,7143,773,60.1,6.5
Kentucky,Hickman County,4625,2156,2469,3695,38036,19764,14.8,13.6,1631,314,44.1,8.5
Kentucky,Hopkins County,45985,22353,23632,35004,44048,23288,17.2,24.9,18920,2065,54.1,5.9
Kentucky,Jackson County,13369,6657,6712,10319,32055,16827,33.0,45.7,4218,887,40.9,8.6
Kentucky,Jefferson County,764378,369391,394987,565101,52237,31039,15.0,22.0,376394,36166,66.6,6.4
Kentucky,Jessamine County,51667,25213,26454,37890,55450,28195,18.0,26.5,23854,2614,63.0,6.9
Kentucky,Johnson County,23064,11314,11750,17760,35629,19925,24.1,25.5,6892,1634,38.8,9.2
Kentucky,Kenton County,163987,81047,82940,121792,58674,30195,12.9,19.5,82552,6455,67.8,5.3
Kentucky,Knott County,15690,7806,7884,12382,30503,17670,32.6,48.2,4707,1684,38.0,13.6
Kentucky,Knox County,31424,15233,16191,23747,26061,15869,34.7,45.1,9321,2541,39.3,10.7
Kentucky,Larue County,14102,6976,7126,10689,41720,21879,15.8,23.0,6136,673,57.4,6.3
Kentucky,Laurel County,59901,29162,30739,45740,37235,20446,24.6,36.2,22550,4528,49.3,9.9
Kentucky,Lawrence County,15844,7900,7944,12068,32703,18885,24.5,28.8,5065,941,42.0,7.8
Kentucky,Lee County,6717,3375,3342,5300,23297,16489,32.7,43.8,1713,546,32.3,10.3
Kentucky,Leslie County,10648,5325,5323,8331,27861,15112,34.5,37.2,2774,1216,33.3,14.6
Kentucky,Letcher County,23011,11267,11744,17967,30293,18085,30.5,42.6,7058,2192,39.3,12.2
Kentucky,Lewis County,13565,6748,6817,10507,32054,19346,26.1,33.0,4561,735,43.4,7.0
Kentucky,Lincoln County,24413,11960,12453,18528,37930,19351,23.8,29.6,9547,1612,51.5,8.7
Kentucky,Livingston County,9288,4587,4701,7357,43472,24464,16.2,22.1,4022,434,54.7,5.9
Kentucky,Logan County,26847,13131,13716,20345,40982,21465,17.4,19.8,10724,1261,52.7,6.2
Kentucky,Lyon County,8268,4581,3687,6998,50268,27098,14.1,20.6,2829,238,40.4,3.4
Kentucky,McCracken County,65285,31169,34116,50386,42894,29881,17.1,24.4,28766,2469,57.1,4.9
Kentucky,McCreary County,17748,9710,8038,13651,19264,11492,41.0,49.5,4493,2157,32.9,15.8
Kentucky,McLean County,9361,4657,4704,7077,44242,22884,19.2,31.3,3838,502,54.2,7.1
Kentucky,Madison County,88376,42976,45400,68372,46674,23733,19.5,19.7,41594,4718,60.8,6.9
Kentucky,Magoffin County,12783,6436,6347,9774,29578,17279,28.6,37.4,3718,1007,38.0,10.3
Kentucky,Marion County,19335,9799,9536,14385,40005,21823,18.4,24.0,7891,1352,54.9,9.4
Kentucky,Marshall County,31177,15319,15858,24628,49126,27391,10.8,15.5,13089,1552,53.1,6.3
Kentucky,Martin County,12175,6744,5431,9643,29239,14914,29.8,33.7,3032,1485,31.4,15.4
Kentucky,Mason County,17167,8429,8738,13023,43082,25285,18.0,25.5,7087,755,54.4,5.8
Kentucky,Meade County,28452,14477,13975,21436,53732,25119,13.1,16.7,11827,1758,55.2,8.2
Kentucky,Menifee County,6381,3382,2999,4995,39688,19744,20.1,33.3,2529,270,50.6,5.4
Kentucky,Mercer County,21378,10652,10726,16316,47574,24981,16.7,23.4,9657,1485,59.2,9.1
Kentucky,Metcalfe County,9990,4930,5060,7601,35594,18449,23.1,30.9,3875,441,51.0,5.8
Kentucky,Monroe County,10645,5322,5323,8055,35665,21985,23.5,35.3,4270,620,53.0,7.7
Kentucky,Montgomery County,27550,13645,13905,20681,42172,21371,23.0,28.8,11384,1634,55.0,7.9
Kentucky,Morgan County,13281,7397,5884,10736,33523,17089,25.6,37.4,3662,870,34.1,8.1
Kentucky,Muhlenberg County,31153,15763,15390,24541,40037,20376,20.5,28.8,11493,2356,46.8,9.6
Kentucky,Nelson County,45131,22276,22855,33725,55182,28156,11.4,14.2,21251,1990,63.0,5.9
Kentucky,Nicholas County,7061,3362,3699,5389,38900,21519,27.8,48.9,2867,366,53.2,6.8
Kentucky,Ohio County,24062,11957,12105,18187,41470,21368,21.3,34.9,9324,1819,51.3,10.0
Kentucky,Oldham County,64633,33876,30757,47125,92237,38063,5.6,7.2,30706,1649,65.2,3.5
Kentucky,Owen County,10686,5239,5447,8138,44031,22802,16.7,18.1,3975,431,48.8,5.3
Kentucky,Owsley County,4497,1955,2542,3555,22736,16582,33.0,34.9,1243,444,35.0,12.5
Kentucky,Pendleton County,14530,7307,7223,11208,49706,23191,15.1,22.3,6415,538,57.2,4.8
Kentucky,Perry County,27329,13516,13813,21026,31820,19890,26.2,30.7,8819,2754,41.9,13.1
Kentucky,Pike County,61586,30063,31523,48465,32972,20576,26.4,35.2,20158,5283,41.6,10.9
Kentucky,Powell County,12349,6075,6274,9259,34647,19302,24.1,29.8,4615,500,49.8,5.4
Kentucky,Pulaski County,63974,31404,32570,48953,35022,21036,25.2,31.3,24928,4210,50.9,8.6
Kentucky,Robertson County,2161,1098,1063,1722,30694,21764,30.4,55.8,881,102,51.2,5.9
Kentucky,Rockcastle County,16815,8168,8647,13059,35888,19750,21.0,29.0,6283,1267,48.1,9.7
Kentucky,Rowan County,24392,11727,12665,19317,36411,19032,26.7,33.5,10073,869,52.1,4.5
Kentucky,Russell County,17731,8630,9101,13533,34660,18857,25.3,34.2,6282,1272,46.4,9.4
Kentucky,Scott County,52322,25858,26464,37660,65598,30702,11.5,16.1,26798,1808,71.2,4.8
Kentucky,Shelby County,45831,22151,23680,32803,63171,30240,12.4,17.1,22446,1443,68.4,4.4
Kentucky,Simpson County,17881,8883,8998,13319,44989,22663,17.4,30.1,7888,679,59.2,5.1
Kentucky,Spencer County,18012,9193,8819,13735,68916,30779,8.7,8.3,9070,769,66.0,5.6
Kentucky,Taylor County,25406,12381,13025,19372,36455,19885,23.1,36.5,10454,1472,54.0,7.6
Kentucky,Todd County,12377,6194,6183,8875,38248,19555,20.1,25.0,4759,612,53.6,6.9
Kentucky,Trigg County,14286,7053,7233,11147,47259,26224,15.8,28.1,5709,1159,51.2,10.4
Kentucky,Trimble County,8697,4265,4432,6676,50998,26542,15.2,25.1,3856,701,57.8,10.5
Kentucky,Union County,14915,7760,7155,11788,42139,21758,22.9,25.8,6533,861,55.4,7.3
Kentucky,Warren County,123824,60616,63208,89986,49508,25840,18.0,23.2,60183,5039,66.9,5.6
Kentucky,Washington County,11999,5873,6126,8995,47843,22611,17.0,20.1,5629,513,62.6,5.7
Kentucky,Wayne County,20692,10320,10372,15979,33715,17627,23.2,31.1,6992,1614,43.8,10.1
Kentucky,Webster County,13180,6502,6678,9828,39273,21150,21.4,36.6,5098,600,51.9,6.1
Kentucky,Whitley County,36027,17686,18341,27075,34103,18463,25.2,32.9,12794,2491,47.3,9.2
Kentucky,Wolfe County,7251,3522,3729,5544,21999,13533,36.9,45.3,1895,582,34.2,10.5
Kentucky,Woodford County,25817,12356,13461,19007,60604,31208,14.5,28.1,13099,722,68.9,3.8
Louisiana,Acadia Parish,62607,30433,32174,45197,40492,21591,21.5,27.6,24982,4023,55.3,8.9
Louisiana,Allen Parish,25667,14542,11125,19205,42176,20103,16.6,22.4,8577,1805,44.7,9.4
Louisiana,Ascension Parish,119129,58718,60411,84202,74748,31520,11.7,15.2,57496,5305,68.3,6.3
Louisiana,Assumption Parish,22881,11085,11796,17528,48656,25765,15.7,23.2,9375,1209,53.5,6.9
Louisiana,Avoyelles Parish,41095,20693,20402,31157,36763,20199,23.7,31.7,14753,2399,47.4,7.7
Louisiana,Beauregard Parish,36598,18631,17967,26980,47350,24551,17.3,20.2,14174,1997,52.5,7.4
Louisiana,Bienville Parish,13806,6692,7114,10703,34077,22701,25.3,36.6,5020,792,46.9,7.4
Louisiana,Bossier Parish,125698,62214,63484,91455,52145,27235,16.4,22.9,54751,5304,59.9,5.8
Louisiana,Caddo Parish,251069,119235,131834,187462,40391,25565,23.4,35.7,105583,13122,56.3,7.0
Louisiana,Calcasieu Parish,198753,96906,101847,146328,48219,26569,16.8,24.3,90318,9658,61.7,6.6
Louisiana,Caldwell Parish,10000,5313,4687,7594,31933,20961,26.2,34.3,3451,714,45.4,9.4
Louisiana,Cameron Parish,6806,3289,3517,5083,60194,29681,8.7,7.9,3118,152,61.3,3.0
Louisiana,Catahoula Parish,10044,5359,4685,7790,34470,20717,21.8,31.9,3671,436,47.1,5.6
Louisiana,Claiborne Parish,16296,9360,6936,13224,26877,16384,29.9,44.8,5311,1243,40.2,9.4
Louisiana,Concordia Parish,20211,10319,9892,15287,30028,17551,31.2,44.7,6768,1406,44.3,9.2
Louisiana,De Soto Parish,27164,13154,14010,20385,41443,23471,26.3,41.3,10301,2161,50.5,10.6
Louisiana,East Baton Rouge Parish,446167,214073,232094,330962,51436,30162,19.1,25.8,216397,22836,65.4,6.9
Louisiana,East Carroll Parish,7318,4409,2909,5958,20795,14694,48.2,76.5,1697,411,28.5,6.9
Louisiana,East Feliciana Parish,19553,10667,8886,15743,46964,21138,17.9,22.8,6920,960,44.0,6.1
Louisiana,Evangeline Parish,33750,17232,16518,24179,31745,18655,26.4,35.5,11578,2877,47.9,11.9
Louisiana,Franklin Parish,20388,9991,10397,15137,34722,18786,28.8,43.0,7285,1332,48.1,8.8
Louisiana,Grant Parish,22305,12669,9636,16845,40577,18509,20.2,26.1,7248,1331,43.0,7.9
Louisiana,Iberia Parish,73346,35791,37555,52333,44504,23410,20.4,31.0,30316,5861,57.9,11.2
